# pmichel : Magniture<5, no other restrictions
#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2012-08-17T22:04:08 [V1.91 (20-Jun-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.91 (20-Jun-2012)	
#INFO	-ref=VIZ502eb7e02d25	
#INFO	-out.max=unlimited	
#INFO	queryParameters=20	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:V/109&tab:{V/109/sky2kv4}&key:source=V/109/sky2kv4&HTTPPRM:&-ref=VIZ502eb7e02d25&-file=.&-out.add=_r&-out.add=_RAJ,_DEJ&-oc.form=sexa&-c.r=  2&-c.geom=r&-order=I&-out.form=verb&-out=SKY2000&-out=HD&-out=Name&-out=Vname&-out=RAJ2000&-sort=RAJ2000&-out=DEJ2000&-out=Vmag&Vmag=3&-out=B-V&-out=U-B&-out=Sp&-ignore=Simbad=*&Simbad=Simbad&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-out.max=9999&-out.form=HTML Table&-c.eq=J2000&-c.u=arcmin&&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/109/sky2kv4
#-order=I
#-out=Name
#-out=Vname
#-out=RAJ2000
#-sort=RAJ2000
#-out=DEJ2000
#-out=Vmag
#Vmag=<5
#-out=B-V
#-out=v-mag1
#-out=v-mag2
#Simbad=Simbad
#

#RESOURCE=yCat_5109
#Name: V/109
#Title: SKY2000 Catalog, Version 4 (Myers+ 2002)
#Table	V_109_sky2kv4:
#Name: V/109/sky2kv4
#Title: The Sky2000 Version 4 Catalogue
#Column	Name	(a10)	Star name (or AGK3 number)	[ucd=meta.id]
#Column	Vname	(a10)	Variable star name (or doubtful variability)	[ucd=meta.id]
#Column	RAJ2000	(A13)	Right ascension (J2000) hours	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A13)	Declination degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F6.3)	?Observed visual magnitude (V or v)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F6.3)	?B-V color (observed)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	v-mag1	(F6.3)	?v - passband #1 color	[ucd=phot.color]
#Column	v-mag2	(F6.3)	?v - passband #2 color	[ucd=phot.color]
Name;Vname;RAJ2000;DEJ2000;Vmag;B-V;v-mag1;v-mag2
  3alp Lyr;alp   Lyr ;18 36 56.3364;+38 47 01.291; 0.030;-0.001;-0.022;-0.070
   del Sct;del   Sct ;18 42 16.4268;-09 03 09.175; 4.710; 0.362; 0.293; 0.490
   zet Pav;          ;18 43 02.1361;-71 25 41.208; 4.010; 1.134;      ;
   eps Sct;          ;18 43 31.2528;-08 16 30.773; 4.900; 1.110; 0.844; 1.480
          ; 24566    ;18 44 19.3604;-35 38 31.152; 4.860;-0.171;-0.150;-0.310
  6zet1Lyr; 11308    ;18 44 46.3574;+37 36 18.413; 4.340; 0.208; 0.133; 0.230
          ;          ;18 45 26.9011;-64 52 16.533; 4.780; 0.206;      ;
 27phi Sgr;          ;18 45 39.3865;-26 59 26.802; 3.170;-0.092;-0.010;-0.120
110    Her; 11323    ;18 45 39.7254;+20 32 46.708; 4.210; 0.473; 0.397; 0.650
          ;          ;18 46 04.4803;+26 39 43.667; 4.830; 1.195; 0.873; 1.490
111    Her; 24591    ;18 47 01.2738;+18 10 53.468; 4.350; 0.137; 0.063; 0.140
   bet Sct;          ;18 47 10.4728;-04 44 52.322; 4.230; 1.070; 0.798; 1.360
 10bet Lyr;bet   Lyr ;18 50 04.7947;+33 21 45.601; 3.520; 0.000; 0.103; 0.130
 47omi Dra;omi   Dra ;18 51 12.0955;+59 23 18.063; 4.640; 1.164; 0.889; 1.540
   lam Pav;lam   Pav ;18 52 13.0349;-62 11 15.337; 4.220;-0.149;-0.040;-0.200
          ;          ;18 53 13.5455;+50 42 29.597; 4.910; 0.894; 0.673; 1.130
 32nu 1Sgr;          ;18 54 10.1771;-22 44 41.403; 4.850; 1.398; 1.010; 1.700
 52ups Dra;          ;18 54 23.8547;+71 17 49.891; 4.820; 1.146; 0.825; 1.410
 12del2Lyr;del 2 Lyr ;18 54 30.2838;+36 53 55.007; 4.280; 1.545; 1.841; 3.410
113    Her;          ;18 54 44.8852;+22 38 42.274; 4.590; 0.781; 0.634; 1.100
 34sig Sgr;          ;18 55 15.9257;-26 17 48.200; 2.070;-0.138;-0.121;-0.320
 13    Lyr;R     Lyr ;18 55 20.1013;+43 56 45.919; 4.190; 1.371; 2.097; 3.960
 63the1Ser; 11557    ;18 56 13.1824;+04 12 12.942; 4.610; 0.167; 0.125; 0.240
 63the2Ser;          ;18 56 14.6435;+04 12 07.677; 4.960; 0.211; 0.171; 0.100
   kap Pav;kap   Pav ;18 56 57.0289;-67 14 00.581; 4.400; 0.701;      ;
   eta Sct;          ;18 57 03.6698;-05 50 46.729; 4.820; 1.082; 0.778; 1.300
 37xi 2Sgr;          ;18 57 43.8016;-21 06 23.955; 3.530; 1.180; 0.832; 1.390
   lam Tel;          ;18 58 27.7664;-52 56 19.064; 4.850;-0.046;      ;
   eps CrA;eps   CrA ;18 58 43.3772;-37 06 26.485; 4.830; 0.393;      ;
 14gam Lyr; 11624    ;18 58 56.6227;+32 41 22.407; 3.250;-0.036;-0.002;-0.040
 13eps Aql;          ;18 59 37.3574;+15 04 05.873; 4.020; 1.067; 0.757; 1.280
 15lam Lyr; 11641    ;19 00 00.8256;+32 08 43.851; 4.940; 1.456; 1.015; 1.760
 12    Aql; 11655    ;19 01 40.8272;-05 44 20.814; 4.020; 1.104; 0.797; 1.330
 38zet Sgr;          ;19 02 36.7139;-29 52 48.379; 2.610; 0.099; 0.050; 0.060
   zet CrA;          ;19 03 06.8764;-42 05 42.377; 4.740;-0.020;      ;
 39omi Sgr; 11703    ;19 04 40.9817;-21 44 29.384; 3.770; 1.023; 0.720; 1.250
 17zet Aql; 11724    ;19 05 24.6082;+13 51 48.521; 2.990; 0.027;-0.004; 0.010
 16lam Aql;          ;19 06 14.9384;-04 52 57.195; 3.440;-0.079;-0.072;-0.120
   gam CrA;          ;19 06 25.1104;-37 03 48.373; 4.230; 0.523;      ;
   gam CrA;          ;19 06 25.2072;-37 03 48.734; 4.990; 0.520;      ;
 40tau Sgr;          ;19 06 56.4089;-27 40 13.523; 3.320; 1.179; 0.870; 1.460
   del CrA;          ;19 08 20.9698;-40 29 48.130; 4.580; 1.091;      ;
   alp CrA;          ;19 09 28.3417;-37 54 16.108; 4.100; 0.062; 0.040; 0.040
 41pi  Sgr; 11769    ;19 09 45.8330;-21 01 25.013; 2.900; 0.377; 0.343; 0.580
   bet CrA; 24699    ;19 10 01.7569;-39 20 26.866; 4.110; 1.189; 0.820; 1.430
 57del Dra;          ;19 12 33.3000;+67 39 41.549; 3.080; 1.003; 0.738; 1.210
 20eta Lyr; 11839    ;19 13 45.4876;+39 08 45.486; 4.410;-0.152;-0.085;-0.250
 42psi Sgr;          ;19 15 32.4278;-25 15 24.057; 4.870; 0.564; 0.490; 0.830
 60tau Dra; 11898    ;19 15 33.0563;+73 21 19.685; 4.450; 1.261; 0.888; 1.480
  1    Vul; 11866    ;19 16 13.0400;+21 23 25.540; 4.770;-0.074;-0.016;-0.060
 21the Lyr; 11873    ;19 16 22.0951;+38 08 01.431; 4.340; 1.252; 0.867; 1.460
  1kap Cyg; 11886    ;19 17 06.1688;+53 22 06.454; 3.800; 0.951; 0.690; 1.100
 43    Sgr; 24731    ;19 17 38.0794;-18 57 10.469; 4.880; 1.005; 0.760; 1.270
 26    Aql;          ;19 20 32.9047;-05 24 56.757; 4.990; 0.932; 0.712; 1.230
 58pi  Dra; 24767    ;19 20 40.0920;+65 42 52.313; 4.590; 0.046; 0.032; 0.010
 44rho1Sgr;rho 1 Sgr ;19 21 40.3588;-17 50 49.911; 3.930; 0.230; 0.190; 0.290
 46ups Sgr;ups   Sgr ;19 21 43.6231;-15 57 18.063; 4.580; 0.064; 0.270; 0.400
   bet1Sgr;          ;19 22 38.2925;-44 27 32.273; 4.010;-0.100;      ;
   bet2Sgr;          ;19 23 13.1369;-44 47 59.203; 4.280; 0.345;      ;
   alp Sgr;          ;19 23 53.1765;-40 36 57.384; 3.960;-0.087;      ;
  2    Cyg;          ;19 24 07.5789;+29 37 16.815; 4.990;-0.122;-0.063;-0.120
 30del Aql; 12004    ;19 25 29.9005;+03 06 53.191; 3.370; 0.323; 0.271; 0.410
 32nu  Aql; 12021    ;19 26 31.0892;+00 20 18.852; 4.680; 0.561; 0.534; 0.970
  6alp Vul; 12069    ;19 28 42.3299;+24 39 53.657; 4.440; 1.487; 1.245; 2.180
 10iot2Cyg;          ;19 29 42.3590;+51 43 47.204; 3.770; 0.156; 0.140; 0.240
  6bet1Cyg; 12105    ;19 30 43.2806;+27 57 34.852; 3.080; 1.086; 0.898; 1.530
  8    Cyg;          ;19 31 46.3218;+34 27 10.686; 4.740;-0.145;-0.088;-0.150
 61sig Dra; 12176    ;19 32 21.5908;+69 39 40.232; 4.670; 0.807; 0.641; 1.060
 38mu  Aql; 12155    ;19 34 05.3529;+07 22 44.189; 4.450; 1.176; 0.865; 1.510
   iot Tel;          ;19 35 12.9876;-48 05 57.126; 4.890; 1.094;      ;
 13the Cyg;          ;19 36 26.5350;+50 13 15.970; 4.500; 0.395; 0.348; 0.560
 52    Sgr; 12191    ;19 36 42.4332;-24 53 01.043; 4.610;-0.065;-0.030;-0.090
 41iot Aql; 12201    ;19 36 43.2776;-01 17 11.763; 4.360;-0.084;-0.034;-0.060
 39kap Aql; 12204    ;19 36 53.4493;-07 01 38.918; 4.970;-0.050; 0.049; 0.020
 12phi Cyg;          ;19 39 22.6056;+30 09 11.956; 4.680; 0.971; 0.706; 1.150
  5alp Sge;          ;19 40 05.7918;+18 00 50.006; 4.390; 0.775; 0.589; 0.960
  6bet Sge;          ;19 41 02.9392;+17 28 33.748; 4.380; 1.039; 0.721; 1.220
 15    Cyg;          ;19 44 16.6049;+37 21 15.678; 4.890; 0.941; 0.686;
 18del Cyg; 12381    ;19 44 58.4778;+45 07 50.915; 2.910;-0.022;-0.010;-0.030
 50gam Aql; 24880    ;19 46 15.5795;+10 36 47.740; 2.710; 1.522; 1.052; 1.820
 56    Sgr;          ;19 46 21.7394;-19 45 40.007; 4.880; 1.060;      ;
  7del Sge;del   Sge ;19 47 23.2598;+18 32 03.411; 3.830; 1.312; 1.489; 2.730
 63eps Dra; 12465    ;19 48 10.3521;+70 16 04.549; 3.840; 0.888; 0.691; 1.130
 53alp Aql; 24910    ;19 50 46.9990;+08 52 05.959; 0.930; 0.271; 0.168; 0.280
 12    Vul;V0395 Vul ;19 51 04.1084;+22 36 36.167; 4.910;-0.148;-0.074;-0.160
 55eta Aql;eta   Aql ;19 52 28.3679;+01 00 20.378; 3.870; 0.764; 0.630; 0.830
 13    Vul; 24927    ;19 53 27.6954;+24 04 46.610; 4.600;-0.047;-0.024;-0.020
 59xi  Aql;          ;19 54 14.8816;+08 27 41.230; 4.720; 1.049; 0.776; 1.330
   iot Sgr;          ;19 55 15.6974;-41 52 05.837; 4.120; 1.077;      ;
 60bet Aql; 12557    ;19 55 18.7934;+06 24 24.348; 3.720; 0.853; 0.672; 1.160
 24psi Cyg;          ;19 55 37.7872;+52 26 20.212; 4.910; 0.124; 0.109; 0.160
 58ome Sgr;          ;19 55 50.3578;-26 17 58.223; 4.700; 0.748; 0.590; 0.960
 22    Cyg; 24943    ;19 55 51.7623;+38 29 12.139; 4.950;-0.093;-0.040;-0.090
          ;          ;19 55 55.3782;+58 50 45.489; 4.970; 1.581; 1.194; 2.020
 21eta Cyg; 12586    ;19 56 18.3719;+35 05 00.325; 3.900; 1.017; 0.743; 1.260
 59    Sgr; 24941    ;19 56 56.8312;-27 10 11.636; 4.530; 1.453; 1.020; 1.750
 12gam Sge; 12638    ;19 58 45.4275;+19 29 31.732; 3.510; 1.557; 1.203; 2.120
 60    Sgr;          ;19 58 57.1988;-26 11 44.762; 4.850; 0.896; 0.650; 1.120
   the1Sgr; 24951    ;19 59 44.1786;-35 16 34.700; 4.370;-0.146;      ;
   eps Pav; 12598    ;20 00 35.5532;-72 54 37.813; 3.950;-0.007;      ;
 15    Vul;NT    Vul ;20 01 06.0483;+27 45 12.863; 4.660; 0.186; 0.140; 0.250
 62    Sgr;V3872 Sgr ;20 02 39.4806;-27 42 35.441; 4.490; 1.548; 1.840; 3.400
 67rho Dra;          ;20 02 49.0727;+67 52 24.834; 4.510; 1.334; 0.939; 1.580
          ;          ;20 03 33.4592;-37 56 26.515; 4.760; 1.417;      ;
          ; 12746    ;20 04 19.5926;-32 03 22.664; 4.990; 1.208;      ;
   xi  Tel; 12783    ;20 07 23.1563;-52 52 50.855; 4.920; 1.596; 1.350; 2.410
   del Pav; 12790    ;20 08 43.6084;-66 10 55.446; 3.550; 0.751; 0.610; 0.950
  1kap Cep;          ;20 08 53.3469;+77 42 41.110; 4.400;-0.043;-0.017;-0.080
 28    Cyg;V1624 Cyg ;20 09 25.6190;+36 50 22.638; 4.940;-0.142;-0.036;-0.220
 65the Aql; 25032    ;20 11 18.2855;-00 49 17.260; 3.250;-0.047;-0.051;-0.120
 30    Cyg; 12926    ;20 13 18.0534;+46 48 56.430; 4.830; 0.096; 0.111; 0.240
 33    Cyg; 12935    ;20 13 23.8656;+56 34 03.800; 4.280; 0.119; 0.124; 0.180
 31    Cyg;V0695 Cyg ;20 13 37.9063;+46 44 28.783; 3.810; 1.188; 1.034; 1.730
 67rho Aql;          ;20 14 16.6193;+15 11 51.391; 4.950; 0.066; 0.029; 0.100
 29    Cyg;V1644 Cyg ;20 14 32.0329;+36 48 22.688; 4.950; 0.149; 0.133; 0.270
          ;QR    Vul ;20 15 15.8954;+25 35 31.045; 4.770;-0.173;-0.117;-0.280
 32    Cyg;V1488 Cyg ;20 15 28.3216;+47 42 51.150; 4.000; 1.451; 1.234; 2.120
 23    Vul;          ;20 15 46.1333;+27 48 51.298; 4.520; 1.245; 0.971; 1.670
  5alp1Cap; 25076    ;20 17 38.8694;-12 30 29.564; 4.240; 1.046; 0.781; 1.310
 34    Cyg;P     Cyg ;20 17 47.2018;+38 01 58.549; 4.790; 0.374; 0.538; 0.800
  6alp2Cap; 25080    ;20 18 03.2554;-12 32 41.467; 3.580; 0.946; 0.689; 1.150
  8nu  Cap;          ;20 20 39.8161;-12 45 32.687; 4.760;-0.041;-0.042;-0.050
  9bet1Cap; 25105    ;20 21 00.6756;-14 46 52.922; 3.090; 0.765; 0.665; 1.050
 37gam Cyg; 13048    ;20 22 13.7019;+40 15 24.045; 2.230; 0.690; 0.511; 0.830
 39    Cyg;          ;20 23 51.6206;+32 11 24.619; 4.430; 1.337; 0.983; 1.680
   alp Pav; 13060    ;20 25 38.8578;-56 44 06.324; 1.920;-0.120;-0.090;-0.250
 11rho Cap;          ;20 28 51.6140;-17 48 49.273; 4.800; 0.369; 0.350; 0.540
 41    Cyg; 13111    ;20 29 23.7356;+30 22 06.798; 4.010; 0.422; 0.352; 0.590
  2the Cep;          ;20 29 34.8851;+62 59 38.778; 4.210; 0.216; 0.148; 0.260
 69    Aql;          ;20 29 39.0006;-02 53 07.911; 4.910; 1.162; 0.810; 1.370
 45ome1Cyg;V2014 Cyg ;20 30 03.5407;+48 57 05.648; 4.950;-0.093;-0.032;-0.080
  2eps Del; 13137    ;20 33 12.7712;+11 18 11.746; 4.040;-0.116;-0.080;-0.140
 47    Cyg;V2125 Cyg ;20 33 54.1884;+35 15 03.064; 4.650; 1.487; 1.294; 2.290
  4zet Del; 13163    ;20 35 18.5354;+14 40 27.168; 4.660; 0.106; 0.086; 0.180
   phi1Pav;          ;20 35 34.8515;-60 34 54.297; 4.760; 0.297;      ;
 70    Aql;          ;20 36 43.6324;-02 32 59.846; 4.890; 1.599; 1.205; 2.150
  6bet Del;          ;20 37 32.9441;+14 35 42.327; 3.630; 0.456; 0.373; 0.640
   alp Ind;          ;20 37 34.0320;-47 17 29.406; 3.110; 1.000;      ;
   rho Pav;rho   Pav ;20 37 35.3121;-61 31 47.706; 4.860; 0.447;      ;
 71    Aql; 13187    ;20 38 20.2826;-01 06 18.435; 4.310; 0.936; 0.673; 1.130
 29    Vul;          ;20 38 31.3389;+21 12 04.225; 4.810;-0.030;-0.037;-0.010
  9alp Del; 13207    ;20 39 38.2874;+15 54 43.488; 3.780;-0.047;-0.032;-0.040
 50alp Cyg;alp   Cyg ;20 41 25.9147;+45 16 49.217; 1.330; 0.112; 0.131; 0.210
 11del Del;del   Del ;20 43 27.5339;+15 04 28.491; 4.430; 0.298; 0.264; 0.430
   eta Ind;          ;20 44 02.3338;-51 55 15.495; 4.520; 0.280;      ;
 30    Vul;          ;20 44 52.5053;+25 16 14.220; 4.920; 1.174; 0.838; 1.430
   bet Pav;          ;20 44 57.4944;-66 12 11.565; 3.420; 0.175;      ;
  3eta Cep;          ;20 45 17.3750;+61 50 19.615; 3.420; 0.917; 0.696; 1.160
          ;          ;20 45 21.1281;+57 34 47.012; 4.520; 0.554; 0.453; 0.750
 52    Cyg;          ;20 45 39.7537;+30 43 10.975; 4.230; 1.048; 0.758; 1.300
 16psi Cap;          ;20 46 05.7330;-25 16 15.231; 4.150; 0.434; 0.360; 0.560
 53eps Cyg;          ;20 46 12.6827;+33 58 12.922; 2.490; 1.036; 0.755; 1.270
 12gam2Del;          ;20 46 39.5023;+16 07 27.466; 4.260; 1.037; 0.666; 1.160
          ;T     Cyg ;20 47 10.7522;+34 22 26.844; 4.930; 1.293; 0.945;
 54lam Cyg;lam   Cyg ;20 47 24.5378;+36 29 26.580; 4.570;-0.114;-0.067;-0.150
  2eps Aqr;          ;20 47 40.5514;-09 29 44.793; 3.770; 0.012;-0.001; 0.070
  3    Aqr;EN    Aqr ;20 47 44.2360;-05 01 39.723; 4.460; 1.594; 1.492; 2.780
 55    Cyg;V1661 Cyg ;20 48 56.2909;+46 06 50.884; 4.860; 0.339; 0.414; 0.760
   zet Ind;          ;20 49 28.9611;-46 13 36.574; 4.890; 1.517;      ;
   alp Mic; 13329    ;20 49 58.0821;-33 46 47.000; 4.900; 0.987;      ;
 18ome Cap; 13351    ;20 51 49.2910;-26 55 08.877; 4.110; 1.628; 1.250; 2.190
 31    Vul; 13373    ;20 52 07.6782;+27 05 49.126; 4.570; 0.832; 0.627; 1.120
  6mu  Aqr;          ;20 52 39.2336;-08 58 59.944; 4.720; 0.336; 0.264; 0.450
 57    Cyg; 13388    ;20 53 14.7545;+44 23 14.138; 4.790;-0.133;-0.094;-0.200
   bet Ind;          ;20 54 48.6031;-58 27 14.957; 3.650; 1.248;      ;
 58nu  Cyg;          ;20 57 10.4197;+41 10 01.708; 3.940; 0.014; 0.027; 0.050
 59    Cyg;V0832 Cyg ;20 59 49.5558;+47 31 15.412; 4.760;-0.087; 0.074; 0.120
   gam Mic; 25422    ;21 01 17.4602;-32 15 27.962; 4.670; 0.880;      ;
 22eta Cap;          ;21 04 24.3004;-19 51 17.966; 4.850; 0.173; 0.160; 0.230
 62xi  Cyg; 13518    ;21 04 55.8628;+43 55 40.267; 3.710; 1.616; 1.210; 2.080
 23the Cap;          ;21 05 56.8280;-17 13 58.299; 4.080; 0.015; 0.010;-0.010
 63    Cyg; 13548    ;21 06 36.0938;+47 38 54.253; 4.530; 1.558; 1.124; 1.990
 24    Cap; 25465    ;21 07 07.6679;-25 00 21.072; 4.520; 1.594; 1.280; 2.260
 13nu  Aqr;          ;21 09 35.6477;-11 22 18.095; 4.510; 0.943; 0.694; 1.150
  5gam Equ;gam   Equ ;21 10 20.5002;+10 07 53.686; 4.710; 0.296; 0.195; 0.360
 64zet Cyg;          ;21 12 56.1862;+30 13 36.897; 3.200; 0.990; 0.672; 1.170
  7del Equ;          ;21 14 28.8152;+10 00 25.061; 4.500; 0.505; 0.422; 0.710
 65tau Cyg;tau   Cyg ;21 14 47.4916;+38 02 43.141; 3.740; 0.404; 0.345; 0.590
  8alp Equ;          ;21 15 49.4317;+05 14 52.241; 3.940; 0.541; 0.459; 0.790
 67sig Cyg; 13640    ;21 17 24.9529;+39 23 40.853; 4.260; 0.086; 0.161; 0.320
 66ups Cyg;ups   Cyg ;21 17 55.0764;+34 53 48.832; 4.420;-0.106; 0.040;-0.235
   eps Mic;          ;21 17 56.2848;-32 10 21.141; 4.720; 0.073;      ;
  5alp Cep; 13660    ;21 18 34.7715;+62 35 08.061; 2.470; 0.249; 0.183; 0.340
   the Ind;          ;21 19 51.9890;-53 26 57.939; 4.500; 0.168;      ;
   the1Mic;the 1 Mic ;21 20 45.6423;-40 48 34.089; 4.810; 0.042; 0.090; 0.130
  1    Peg;          ;21 22 05.1996;+19 48 16.229; 4.090; 1.106; 0.797; 1.330
 32iot Cap;iot   Cap ;21 22 14.7962;-16 50 04.353; 4.290; 0.891; 0.620; 1.100
   gam Pav; 13689    ;21 26 26.6056;-65 21 58.314; 4.230; 0.488; 0.470; 0.770
 34zet Cap; 25596    ;21 26 40.0261;-22 24 40.797; 3.750; 0.998; 0.675; 1.080
  8bet Cep;bet   Cep ;21 28 39.5971;+70 33 38.578; 3.230;-0.207;-0.155;-0.320
 36    Cap;          ;21 28 43.4002;-21 48 25.848; 4.510; 0.893; 0.670; 1.130
  2    Peg; 25624    ;21 29 56.8952;+23 38 19.816; 4.520; 1.578; 1.300; 2.340
 22bet Aqr;          ;21 31 33.5340;-05 34 16.220; 2.890; 0.837; 0.596; 1.030
 73rho Cyg; 13787    ;21 33 58.8525;+45 35 30.615; 3.990; 0.879; 0.666; 1.210
 72    Cyg;          ;21 34 46.5645;+38 32 02.593; 4.870; 1.092; 0.774; 1.360
 39eps Cap;eps   Cap ;21 37 04.8311;-19 27 57.642; 4.520;-0.179;-0.050;-0.170
 23xi  Aqr;          ;21 37 45.1094;-07 51 15.125; 4.690; 0.181; 0.131; 0.270
  9    Cep;V0337 Cep ;21 37 55.2244;+62 04 54.983; 4.790; 0.237; 0.290; 0.490
 40gam Cap;gam   Cap ;21 40 05.4563;-16 39 44.308; 3.680; 0.340; 0.200; 0.340
   nu  Oct; 25707    ;21 41 28.6463;-77 23 24.167; 3.740; 1.004;      ;
 11    Cep;          ;21 41 55.2936;+71 18 41.100; 4.540; 1.116; 0.787; 1.380
 80pi 1Cyg;          ;21 42 05.6646;+51 11 22.639; 4.680;-0.121;-0.073;-0.150
 43kap Cap;          ;21 42 39.5072;-18 51 58.763; 4.730; 0.881; 0.670; 1.160
   mu  Cep;mu    Cep ;21 43 30.4608;+58 46 48.166; 4.020; 2.233; 1.913; 3.180
 78mu 1Cyg;          ;21 44 08.5777;+28 44 33.476; 4.770; 0.450; 0.404; 0.660
  8eps Peg;eps   Peg ;21 44 11.1581;+09 52 30.041; 2.390; 1.526; 1.035; 1.810
  9    Peg; 13864    ;21 44 30.6953;+17 21 00.063; 4.340; 1.142; 0.789; 1.370
 10kap Peg; 25758    ;21 44 38.7403;+25 38 42.106; 4.150; 0.433; 0.372; 0.620
  9iot PsA;          ;21 44 56.8099;-33 01 32.814; 4.340;-0.035;-0.010;-0.040
 10nu  Cep;nu    Cep ;21 45 26.9256;+61 07 14.901; 4.310; 0.474; 0.504; 0.940
 81pi 2Cyg;          ;21 46 47.6076;+49 18 34.463; 4.250;-0.127;-0.068;-0.170
 49del Cap;del   Cap ;21 47 02.4451;-16 07 38.229; 2.850; 0.180; 0.240; 0.410
   gam Gru;          ;21 53 55.7245;-37 21 53.468; 3.010;-0.087;-0.050;-0.110
   del Ind;          ;21 57 55.0718;-54 59 33.281; 4.410; 0.295;      ;
 31omi Aqr;omi   Aqr ;22 03 18.8441;-02 09 19.307; 4.750;-0.093;-0.013;-0.060
   eps Ind;          ;22 03 21.6571;-56 47 09.514; 4.720; 1.052; 0.880; 1.430
 17xi  Cep;          ;22 03 47.4538;+64 37 40.697; 4.400; 0.351; 0.292; 0.440
 22nu  Peg; 14020    ;22 05 40.7515;+05 03 30.710; 4.850; 1.448; 1.071; 1.830
 34alp Aqr;          ;22 05 47.0357;-00 19 11.463; 2.940; 0.964; 0.675; 1.160
   lam Gru;          ;22 06 06.8854;-39 32 36.072; 4.460; 1.376; 1.000; 1.780
 33iot Aqr;          ;22 06 26.2297;-13 52 10.845; 4.290;-0.066;-0.043;-0.140
 24iot Peg; 14034    ;22 07 00.6661;+25 20 42.402; 3.770; 0.444; 0.387; 0.650
   alp Gru; 14040    ;22 08 13.9855;-46 57 39.512; 1.770;-0.073;-0.040;-0.130
 14mu  PsA; 25837    ;22 08 23.0089;-32 59 18.486; 4.500; 0.061; 0.070; 0.120
   ups PsA;          ;22 08 25.9323;-34 02 37.828; 4.970; 1.495;      ;
 24    Cep;          ;22 09 48.4312;+72 20 28.345; 4.800; 0.911; 0.679; 1.170
 29pi 2Peg;          ;22 09 59.2440;+33 10 41.606; 4.290; 0.477; 0.394; 0.660
 15tau PsA;          ;22 10 08.7801;-32 32 54.264; 4.940; 0.489;      ;
 26the Peg; 14057    ;22 10 11.9852;+06 11 52.314; 3.530; 0.089; 0.048; 0.090
 21zet Cep;zet   Cep ;22 10 51.2767;+58 12 04.539; 3.340; 1.562; 1.042; 1.860
          ; 14076    ;22 13 52.7300;+39 42 53.737; 4.500; 1.374; 1.006; 1.750
 23eps Cep;eps   Cep ;22 15 02.1899;+57 02 36.912; 4.180; 0.290; 0.241; 0.420
   mu 1Gru;          ;22 15 36.9231;-41 20 48.115; 4.810; 0.793;      ;
  1    Lac; 25864    ;22 15 58.1766;+37 44 55.452; 4.120; 1.437; 0.987; 1.720
 43the Aqr;          ;22 16 50.0364;-07 46 59.845; 4.170; 0.977; 0.701; 1.180
   alp Tuc;          ;22 18 30.0942;-60 15 34.515; 2.860; 1.393; 1.060; 1.790
  2    Lac; 14130    ;22 21 01.5467;+46 32 11.650; 4.560;-0.104;-0.064;-0.130
 32    Peg;          ;22 21 19.3391;+28 19 49.906; 4.810;-0.025; 0.013; 0.080
 31    Peg;IN    Peg ;22 21 31.0750;+12 12 18.670; 4.820;-0.094;-0.030;-0.210
 48gam Aqr; 14132    ;22 21 39.3754;-01 23 14.393; 3.850;-0.035;-0.046; 0.000
  3bet Lac;          ;22 23 33.6235;+52 13 44.568; 4.430; 1.010; 0.765; 1.340
  4    Lac;          ;22 24 30.9911;+49 28 35.013; 4.600; 0.057; 0.138; 0.230
 52pi  Aqr;pi    Aqr ;22 25 16.6232;+01 22 38.642; 4.810;-0.174; 0.152;-0.080
   del Tuc; 14158    ;22 27 19.9678;-64 57 58.876; 4.500;-0.016;      ;
 35    Peg;          ;22 27 51.5223;+04 41 44.389; 4.800; 1.042; 0.785; 1.340
 55zet1Aqr;          ;22 28 49.8937;-00 01 13.878; 3.659; 0.415; 0.353;
 55zet2Aqr; 25909    ;22 28 49.9122;-00 01 11.899; 4.100; 0.463; 0.353; 0.620
 27del Cep;del   Cep ;22 29 10.2663;+58 24 54.715; 4.070; 0.764; 0.537; 0.610
   del1Gru; 14169    ;22 29 16.1747;-43 29 44.033; 3.960; 1.030; 0.740; 1.300
  5    Lac;V0412 Lac ;22 29 31.8222;+47 42 24.792; 4.350; 1.590; 1.358; 2.460
   del2Gru;del 2 Gru ;22 29 45.4334;-43 44 57.205; 4.150; 1.527; 1.730; 3.310
  6    Lac;          ;22 30 29.2600;+43 07 24.153; 4.530;-0.101;-0.036;-0.120
 57sig Aqr;          ;22 30 38.8161;-10 40 40.620; 4.830;-0.038;-0.034;-0.040
  7alp Lac;          ;22 31 17.5010;+50 16 56.969; 3.780; 0.028;-0.012;-0.030
 17bet PsA;          ;22 31 30.3307;-32 20 45.864; 4.290; 0.019; 0.020; 0.040
